recommendationid,author_steamid,author_num_games_owned,author_num_reviews,author_playtime_forever,author_playtime_last_two_weeks,author_playtime_at_review,author_last_played,language,review,timestamp_created,timestamp_updated,voted_up,votes_up,votes_funny,weighted_vote_score,comment_count,steam_purchase,received_for_free,written_during_early_access,developer_response,timestamp_dev_responded
83032279,76561198316882690,134,14,3729,3438,91,1610209873,english,"I've completed this game twice on PS4 and trying it out on PC for the first time. 

[b]FIrst Impression:[/b]
The graphics and the amount of detail in the game are absolutely stupendous. However  it does require quite a high-end PC to run it above 60FPS with those graphics.

CPU: Ryzen 9 3900x
GPU: RTX 2070 Super
RAM: 32GB 3600Mhz CL18

With the aforementioned specs  im getting an average of 70FPS with high preset graphics and playing in 2560x1440p.

No crashes so far.",1608808313,1608808463,True,3,1,0.559050261974334717,0,True,False,False,,
82641526,76561198044005765,148,7,2042,0,2042,1607549350,english,"The first AAA game in years that I have really enjoyed - with none of the added practices that often ruin AAA experiences. A pure RPG with great visuals  great story and fun combat.

Length of the game is my only complaint  but its 30 hours of solid fun (with a moderate amount of side content)  well worth the money. 

Developer has also been active in creating hotfixes and patches to deal with many of the technical issues players have been experiencing. I ran into minimal tech issues personally  and that was before the majority of these hotfixes came out.",1608317534,1608317534,True,4,0,0.558823525905609131,0,True,False,False,,
83710100,76561197970525844,1067,115,6267,4658,6267,1609741499,english,"Is HZD perfect? No. How much do I like HZD? Enough to write a long review :)

Edit: And enough to play through NG+ on Ultra Hard to get the last of the achievements ;)

If youve ever wanted to play Far Creed: Phantom Breath of the Wild Hunt Raiders Redemption  now is your chance. HZD plays like a mashup of all those games - which is both good and bad. 

Whats the bad? Almost everything can be compared to those other games  and the comparisons are frequently ""its almost as good as X but not quite"". Eg take the horse riding - it doesnt seem as good as RDR2  BOTW  or TW3  its not nearly as fluid or helpful  and instead I feel as though most of the time Im fighting a giant robot machine for control - which maybe I am. Which is a shame since you will end up spending so much time on horseback.

Whats the good? Being a blend of  and being compared to a bunch of superb games is quite an accomplishment. Combat  movement  economy  progression  ai  crafting  music  artwork  etc etc etc are all very good. 

Whats excellent? Stealth. Rocks  whistling  grass and telegraphed and forgiving AI all come together really well. I think the music and artwork are excellent  and I love the theme of the world - natural beauty and giant robot dinosaurs with laser breath! ""Squee!"" :)
 
Whats ""new"" in HZD then? Shooting giant dinosaurs with a variety of weapons to strip them of components+abilities  and to inflict status effects on them (maybe this is like Monster Hunter  but I havent played any of those). Hence the combat is a bit more cerebral than all of the games mentioned above. Anything else  anything else...? No? (Im sure if anyone reads this  someone will point out other novel stuff  but I cant remember it now).

Whats ""terrible"" (IMO): A large class of monster attacks knock Aloy to the ground/knock her back. This would be fine except a large class of Aloys attacks need to ""charge up"" (eg drawing the bow to max strength)  and so you have to frequently interrupt this  either by voluntarily rolling out of the way  or by getting hit and knocked down which also interrupts it. Some of Aloy's attacks (eg strong melee) cant be interrupted by rolling  so you'll just get knocked down. When you pick up heavy weapons  if you roll you drop them  so you have to pick them up again after. Its all very tiresome. The last time I recall being this annoyed by knockdown combat is Prototype (where the tank attacks would knock you about  stun locking you - to be clear though that was worse).

The writing is mixed: The overall story is an excellent concept  novel to me  and I really enjoyed it. The exposition through the world  text and speech  for key plot moments is superb  and backed my beautiful  haunting  fitting music  standout vs all the games Ive played in recent history and almost tear jerking. But most of it is incredibly forgettable filler stuff - fine to read/listen to  fine to ignore - but then again its hard to imagine a game with ~100 hours of play time with every written line being at the peak of the art form. The dialogue with characters can be skipped (with space) which is a blessing because while its not terrible  its fully generic and you cant make any choices of consequence - you cant make any choices at all IIRC  and hence there are no consequences for your actions  which is pretty bad for an RPG (ok  maybe there are some minor choices which involves getting a band of companions together  but this is super shallow).

There are a decent number of sidequests  errands (other side quests...?)  in addition to the main quests - Ive completed almost all of them now  but it never felt overwhelming (unlike eg the Far Creeds nearly infinite set of things to do on the map). Its quite nice having a game with such little filler. One gripe relates to the weapon tutorials - they dont progress unless you have the tutorial quest actively selected - but you can ignore them so thats fine.

Another major gripe is that just like the majority of the writing is forgettable  bland  generic and ultimately a bit pointless  so the same is true for the world map - its very pretty  but there is little point in ""exploration"" as an activity since when you get ""there""  there is nothing there. There is one ""secret special"" area of the game where if you collect a bunch of stuff during the main missions  by 90% through the game you can get a ""literally game changing"" set of armour (its not a secret though  its got a map marker and a quest associated with it...). This is in contrast to eg gothic where unique weapons could be found through random and persistent exploration all throughout the game but they were all totally missable if you didnt explore - I think it is a missed opportunity that there arent another 10-20 optional unique items which can be found purely through exploration - having this would add ""exploration"" as an extra dimension to the gameplay. I think if ~50% of the skill tree had been replaced by ""exploration found items"" the game would have felt more meaningful (or alternately if exploration found items were needed to unlock 50% of the skill tree).

All in all  I enjoyed HZD  even with its rough edges  and I would happily play a sequel (on PC). What core changes would I want to see in that?
- Choices that matter (dialogue and action)
- More ""cyber"" abilities in addition to the late game armour which dramatically mix up the gameplay  ala DX or Crysis3  discovered through the world.
- Less ""crap  med  good  great bow""  and more discovery of unique old world weapons. (More variety  less progression).
- Much less knock-down attacks  or much shorter ""build"" times for your attacks.
- Get rid of the inventory limits  managing those are a chore not a pleasure.
- A constant companion we can become attached to - horse  dog  cat  bird whatever. ""Dial a random horse"" is functional  but a missed emotional opportunity. Also  a permanent horse could be used for carrying excess inventory  necessitate fixing and upgrading  etc etc etc - all missed opportunities in HZD.
- An inventory ""wheel""  like the weapon wheel.
- Probably some more stuff  but this review is long enough already. :)",1609486204,1609741958,True,3,0,0.555555582046508789,0,True,False,False,,
82999291,76561198056850654,213,18,1791,687,349,1610135150,english,pretty fun game. wish more sony exclusives were on steam,1608766538,1608766538,True,4,1,0.551179885864257813,0,True,False,False,,
83459227,76561198352462295,195,7,4836,4166,1452,1610252173,english,best gameplay,1609228497,1609228497,True,2,0,0.547325074672698975,0,True,False,False,,
83135102,76561197969513749,86,4,4346,921,2065,1609283315,english,I'm glad I waited to buy this game because it's gorgeous and deserves to be played like the developers intended.  I'd wager 99% of the original issues caused by the port have been resolved; only 1 crash in the 30+ hours I've played so far and it was during a very chaotic scene.  Everything else has been superb.  I don't have a play station so this is my first play through of the title and the wait was worth it.  Do yourself a favor and pick this up if you haven't already  you will not regret it,1608922420,1608922420,True,2,0,0.547325074672698975,0,True,False,False,,
82201670,76561198022872615,156,3,2545,0,2545,1607797457,english,Great story  beautiful art direction and fun gameplay. However  I didn't find the sidequests interesting and you can't make choices that affect the main story  which made me lose interest towards other characters. Anyway  I would recommend it specially for the main story.,1607797813,1607797813,True,2,0,0.545743286609649658,0,True,False,False,,
84081507,76561198070508223,610,7,1387,1248,1365,1609941483,english,Great game with an amazing story really loved it will definitely play through it again would definitely recommend only crashed once.,1609863964,1609863964,True,3,0,0.545454561710357666,0,True,False,False,,
83777538,76561198046795355,451,10,320,177,320,1609552017,english,"A bit of a rocky start. Excellent now.

Bloodborne on PC please.",1609553570,1609557009,True,2,0,0.545454561710357666,0,True,False,False,,
83381076,76561198147656380,31,2,4719,0,4719,1606066535,english,"Horizon Zero Dawn has become one of my favorite games ever. If you're an RPG fan I strongly recommend this game. The plot is really engaging and interesting  I mean come on  primitive tribes battling advanced machines? That's the dream. The game had some optimization issues but the patches fixed all the problems I was experiencing. 

Major pros and cons:
+ great plot
+ original and interesting lore
+ great protagonist
+ meaningful  well-written sidequests
+ beautiful graphics
+ hauntingly beautiful soundtrack
+ fun and engaging combat
+ various types of machines to battle
+ versatile combat
+ cool outfits

- while fighting machines is great  fighting humans is a bit tacky and Skyrim-like  I expected something more sophisticated
- collectibles don't really give you any sort of edge in combat or plot
- mediocre face animations but they really improved that in the DLC
",1609155223,1609155223,True,2,0,0.545454561710357666,1,True,False,False,,
83257853,76561198098430092,308,30,1529,1323,206,1609559863,english,"Played through on ps4 pro originally. I'm currently playing on a mid spec pc with no issues. 
PC Ryzen 3600  RTX 2060 super 8gb  16gb ram 3200 mhz  1tb WD blue m.2 ssd. 
I play this game at ultra settings and 1080p with a 70 fps average  I have tested and 100 fps is completely doable on my pc but  ultra settings 60 fps is so great for a game like this. 

I personally watched this game to wait for updates after a mixed launch  I can safely say the game runs fantastic now  if i run into any critical issues will update. If your pc is similar or better in spec to mine then i recommend checking the game out. 

The game: 
An amazing and fun open world rpg. Not for everyone sure  but I can assure you this game is unlike anything you have played before. This is a game that everyone should try. If you don't like in the first two hours then return it.",1609037346,1609037346,True,2,0,0.545454561710357666,0,True,False,False,,
82917048,76561198054870943,49,1,5361,0,5361,1605217087,english,Such an amazing story line  challenging and rewarding combat  wide open world for you to explore and quite simply stunning! I felt a huge hole in my heart after completing and would put this as one of my favourite games along with the Mass Effect series!!,1608681298,1608681298,True,3,0,0.545454561710357666,0,True,False,False,,
82916411,76561197960709343,124,1,4736,0,4650,1608763479,english,Best game I played since Witcher 3.,1608680504,1608680504,True,3,0,0.545454561710357666,0,True,False,False,,
82652779,76561198054139282,302,64,1903,0,1903,1597388207,english,4/5,1608331065,1608331065,True,2,0,0.545454561710357666,0,True,False,False,,
84115734,76561198154448569,42,5,684,311,515,1610221280,english,"I've never played a RPG/story game before as it just never piqued my interest.  Within the first half hour of playing  I was hooked.  What a way to start into the RPG world.  I had Cyberpunk on my wish list  but after seeing what a fiasco that was  I'm glad I got this game. This is hands down the best game I have ever played. 

The story is fantastic  and you grow a pretty strong relationship with the main character  Aloy.  Even though I have only played 8 hours  I've seen and done so much.  There were a couple points in the game I choked up with tears because of a sincere moment  and another just taking in the scenery.  It runs extremely well  with only a few points dipping slightly above 60FPS on my RTX 3060 Ti  I assume these are optimization issues  and they're pretty rare.

You can play however you want  if you want to go balls-to-the-walls killing everything in sight  go for it.  Or  if you want to play passive  you can do that to.  The controls/combat are really straightforward and feel perfect  

As I progress through the journey with Aloy  I will update my review.   As of now  I 10/10 recommend you purchase this game  especially if you've never played RPG's before like me.  The graphics  exploration  and overall story will suck you in.  It's truly an amazing game.

",1609897084,1609897084,True,3,0,0.544554471969604492,0,True,False,False,,
83123999,76561198439038014,15,1,13711,0,13711,1608911299,english,While this game might be slightly dated  and the PC version had some issues  it has been an excellent experience. It has by far the most beautiful world I have seen. Many games try to look like the real world. This game looks like a nature documentary. The combat seems daunting at first  but if you make the effort to learn the strengths and weakness of different machines and your weapons and ammunition  it is very engaging. The Frozen Wilds DLC is an excellent addition; it is far more challenging than the base game  and in my opinion  is better than the base game.,1608912624,1608912624,True,2,0,0.544554471969604492,0,True,False,False,,
83750677,76561197970827871,358,13,2756,2116,1458,1610230293,english,Horizon Zero Dawn is a great game!  I’m a fan of the post-apocalyptic-what-happened-to-make-it-so genre – and this one doesn’t disappoint!  The front and back stories are intriguing… voice acting is pretty good (like usual  some better than others … but you can say that to just about any video game (and movie for that matter)).  The graphics are beautiful …the open world is grand.  The combat mechanics is fun.  I’d give this title 5 stars  if I could… instead  I’ll give it a thumbs-up and hope you get sucked into the game like I did!,1609527505,1609527505,True,2,0,0.544235885143280029,0,True,False,False,,
83687419,76561197984731662,189,4,5775,0,5775,1608127565,english,"Beautiful game  engaging gameplay  engrossing story.  The most disappointing thing is going to be waiting for the sequel.

Ye s the initial release was pretty rough.  But by the time that I played it (patches 1.06--1.09)  the game was running beautifully.  I had maybe three crashes through almost 100 hours of play.",1609457587,1609457587,True,2,0,0.543726265430450439,0,True,False,False,,
84194396,76561198045762439,69,7,5089,4562,5089,1609915668,english,"[b][u]My PC specs[/u][/b]

[table]
[tr]
[th]Part[/th]
[th]Model[/th]
[/tr]
[tr]
[td]GPU[/td]
[td]Nvidia GeForce RTX 2070[/td]
[/tr]
[tr]
[td]CPU[/td]
[td]AMD Ryzen 7 3700x[/td]
[/tr]
[tr]
[td]Memory[/td]
[td]G.SKILL TridentZ DDR4 16GB SDRAM (2133 MHz)[/td]
[/tr]
[tr]
[td]Storage[/td]
[td]Intel 665p M.2 1TB PCIe NVMe 3.0[/td]
[/tr]
[/table]

[b][u]Performance[/u][/b]
I get about 60 FPS on average with 90% of the graphics settings on the highest setting running at a resolution of 2560x1440. I encountered one loading bug where I had to restart the game and one minor visual bug with foliage that cleared away after a short while in my 84 hours of playing the game (as of this writing). Whatever performance issues there were in the past  it seems the Guerrilla team has resolved it.

[b][u]Game Review[/u][/b]
The open world landscape is picturesque and makes you want to use photo mode a lot. Combat is solid and makes you feel like a hunter. I really liked the progression of how the story unfolded. Voice acting and character animations during character interactions were good. Although I felt that in scenes that called for sadness that dealt with death/grief  both of those aspects were very mediocre and never sold it for me. You do see an improvement in character animations in the Frozen Wilds DLC though. I give it my ""Must Play"" stamp.",1609989211,1610005530,True,3,0,0.54356849193572998,0,True,False,False,,
83885360,76561198122103763,23,11,4659,4580,2072,1610284632,english,"This game is beautiful. It is the only OpenWorld game that I look forward to play again. Thanks for putting this on PC but we want more  I hope they also port GOD of WAR too in the future and also Forbidden West.

[b] If you have Nvidia GPU and having a problem in finding a fix for the grass that looks like a ""static""  this might help. In game settings ""FidelityFX CAS - 0%"" then go to NVIDIA Control Panel >> Manage 3D Settings >> Program Settings >> Anisotropic Filtering >> Change to ""16x"". [/b]",1609660575,1609671103,True,2,0,0.54356849193572998,0,True,False,False,,
82064021,76561198105687313,69,2,10059,0,10059,1607552544,english,Hm. To date I have never left a review for a single steam game. That changes today. I'm not a writer and I will hardly sway anyone I'm sure... but this game was ~Amazing~. It's the first time in a long time I felt so excited about a game. A+ yay~!,1607683979,1607683979,True,3,1,0.54356849193572998,0,True,False,False,,
84058909,76561199125133421,10,1,2209,2209,508,1610287750,english,Certainly one of the best games I ever played. Aloy is beautifully designed in many ways. Luckily patches made the game more stable than it was before it came out to Steam. Still there are frame drops present.,1609842391,1609842391,True,3,0,0.542996764183044434,0,True,False,False,,
82995959,76561198006794981,448,59,2827,1907,284,1610164982,english,"[h1]Horizon[/h1]
In a far  far future after a cataclysmic event of epic proportions  humanity is brought back to tribalism. Playing as Aloy  a 'motherless' girl and so cast out from any tribe  is raised by Rost  also cast out  and determined to discover her background and the cause of the state of the world she's living in.

[h1] Zero Dawn[/h1]
Ever since the release on Play Station and seeing how good of a game it was (drawing lots of inspiration from Witcher)  watching various streamers playing it  I hoped it would come to PC too  but since Guerilla Games only made Play Station exclusives I wasn't expecting any. So I was excited to play it on PC when it was actually announced to come to PC. The disappointment was big though when not only people reported lots of trouble playing it  but on top of that all  on my system for some reason it was not even able to start up at all. So I had to ask for a refund.

[h1]Second Wind[/h1]
Now about half a year later  I've given it a second try and purchased it again and updated the copy I had still on my system. Setting the graphical setting one step above Original and it seem to run pretty fine still on my ye old system  and so far not run into any real bugs or glitches yet in the couple hours I played. The only downside I could mention so far is the fact that cannot seem to rebind any keys.

Other than that  if you dig the setting and atmosphere  then you cannot go wrong buying this game!",1608762943,1608763127,True,3,0,0.542483627796173096,0,True,False,False,,
83954038,76561198069338774,633,13,11903,11903,4011,1610287331,english,Awesome game  but the keymapping could be better optimised for PC.,1609724668,1609724668,True,2,0,0.541984736919403076,0,True,False,False,,
83499337,76561197987974700,378,5,654,441,324,1610127433,english,i played on ps4... this version is far better  i hope sone release all the games on pc  as i dont want a ps5,1609266848,1609266848,True,2,0,0.541486501693725586,0,True,False,False,,
83155810,76561198878138289,32,2,1398,810,265,1609458221,english,"I chose this over Cyberpunk 2077 and I'm sure I did a right choice.

Epic game.",1608941241,1608941241,True,4,0,0.540229856967926025,0,True,False,False,,
83025257,76561197997346333,631,90,675,35,356,1609126429,english,This game is an exact opposite of assassin creed. It looks the same  but everything here actually fucking works and is fun.,1608799826,1608799826,True,3,0,0.538461565971374512,0,True,False,False,,
82930472,76561197988610736,180,19,6502,1893,1011,1609866477,english,the redheaded stepchild you want to beat,1608698721,1608698721,True,2,1,0.538436770439147949,0,True,False,False,,
84375653,76561198014595735,197,3,3121,1764,3040,1610283320,english,"Almost as good as Witcher 3
",1610216430,1610216430,True,3,0,0.537869036197662354,0,True,False,False,,
83675553,76561198115284079,83,2,5374,4335,4430,1609547724,english,"[b]Why have you not played this game yet?[/b]
By far one of the greatest open-world RPGs ever created. I've been collecting dust and nothing else since it released on PS4 in February of 2017. When it released on PC this year in 2020  I shook off the grime and Steam slapped my ass with a fresh matte coat and told me [i]""get ready for a four day bender""[/i] as I emptied my wallet. Little did Steam know I got more than my money's worth. I didn't just get a game. I got one of the best.

[b]Port to PC[/b]
PS4 to PC was done right by this one. The controls feel right  there's no clunky-ness or re-adjustments needed. Only setting I've ever altered was the FOV cause the camera felt a little off. Majority of the negative reviews are people complaining that they can't get it to run. It works fine  you just need a good build to do it. Know why? Because this game was actually ported right and they made it look amazing on Ultra.

[b]Graphics[/b]
Environments— astounding. Hell  I'd take one as a wallpaper and put it up in my house. Framed. Maybe get it from one of those metal poster people. Real nice. I'm not gonna lie  you're gonna question your gravitational pull with all the hair clipping into keyframes. And I've only witnessed Aloy's model reaching up to the heavens one time  so let's just say model glitches are minimal.

[b]Story[/b]
Writers— pay raise when? They did a fucking fantastic job  that's putting it lightly. It's so [i]surreal[/i] how down to Earth it is; How emotionally invested you get in the main character. How intrigued you get through each step in the plot ladder. How their take on what such a world would be like is actually understandable (trying to avoid spoilers here). Damn  even some of the side quests hit you like a fucking red light runner. By the end of the game— if you've done everything  majority of the cast has gone through character development. And once you've seen it all. . . it tugs on your heartstrings man.
But if you don't give a damn about the story  you'll definitely enjoy the

[b]Combat[/b]
Bows and arrows aren't the only thing Aloy is known for. I'm gonna have to leave it at that to avoid spoilers. Depending on what you're fighting  it goes from 0-100 real quick and then it's all about strategy and acting fast. You have a wide variety of ways to handle a fight. It doesn't hand-hold you through them either. You gotta learn what you can use against your targets by yourself. Read the Notebook to memorize weaknesses. Use those invis frames you get from dodge rolls  don't be afraid to give up that fully charged shot in favor of getting the hell out of the way. The easier difficulty  the more disinterested you'll be in combat. Do yourself a favor in whip that baby up  just save Ultra Hard for New Game+.

[b]Overall[/b]
Horizon's a damn good game. Yes  there's times when Aloy goes blind and misses the platforming jump. And yes  there's some slight vibe kills when the model makes the wrong expression or when all of the sudden you're stuck inside of a rock hearing combat music.
But these are [i]small[/i] issues. Small! There's definitely other weird bugs that have been noticed by other people. But what's a video game without some these days?
Good outways the bad too much on this one.

TL;DR Just play the damn game.",1609444670,1609444670,True,3,1,0.535398244857788086,0,True,False,False,,
83761292,76561198050304985,326,5,1741,1741,516,1610177251,english,Well to say got more than i expected out of this game is an understatement though still bending my way through this game is proving to be everything i am missing from cyberpunk 2077 at the moment. Only 8 hours in and i can already tell that i am to finish this one off. Story line is well told and incorporated into eh game well with enough cut scene to interaction. Play style in the actions is quite enjoyable. One downside i currently see is when trying to pick up certain items or scan items it can be a bit dodgy to get them at the right part of the sighting but i may just need to play with settings a bit. Otherwise the game scenery is well done and appeasing to the eye. Worth the try to have a bit of fun for sure.,1609537292,1609537292,True,2,0,0.534883737564086914,0,True,False,False,,
82732415,76561198327142062,19,1,9371,482,8164,1610148570,english,One of the best games ive ever played!!! Totally recomend if you like games like assasins creed!,1608434069,1608434069,True,2,0,0.533678770065307617,0,True,False,False,,
82829397,76561197983069138,327,14,5870,0,5870,1607849763,english,"8.5/10
Most beautiful game I ever played. I strongly recommend to play it at max graphics settings.",1608566286,1608566286,True,1,0,0.53061223030090332,0,True,False,False,,
83508871,76561197963931134,427,26,3082,2067,1460,1610282648,english,"This game has been a blast on the ps4. amazing graphics  gripping storry  excelent and engaging combat.
I already completed it twice on the ps. Now i am enjoying myself on my third ride  with upgraded graphics  nice fps  and mindblowing fow. I love this game so much!",1609274586,1609274586,True,3,0,0.530546188354492188,0,True,False,False,,
84310654,76561198067815217,364,42,1959,1959,1297,1610256733,english,"Game is really good  really fun  really addicting. 

Bad side to the game. Almost full price for a game that's been out for years. 
Very bad frame drops in places; I dropped from 70-80 frames to 20  honestly thought the game was crashing. 
You can even find sharp lines in the game when exploring. You can find cuts in the graphics for water  ground and snow. 
Climbing in the game is limited to your hop and yellow markers. Even stuff slightly higher than your hop and you have to walk around. 
When running she likes to get stuck on rocks 1 foot off the ground which totally halts your running. 
Enemies will melee attack through giant rocks  trees and other enemies as if they weren't there  while also you get stuck on all the trees  rocks and enemies. 

All of the bad I see no hope in the future of fixing or making better. I would highly recommend this game at the 30 dollar price point.",1610135220,1610135220,True,1,0,0.530201315879821777,0,True,False,False,,
82668751,76561198060855242,33,2,1250,10,402,1609133407,english,Better than Cyberpunk :),1608355981,1608355981,True,3,1,0.529904305934906006,0,True,False,False,,
83942494,76561197978153939,277,3,5759,4218,5281,1610237026,english,"I rarely write reviews  though I should probably do it more. It's not uncommon for me to get sucked into such open world games  but this one has had me losing sleep! I just can't put it down! I also rarely do new game+ play through's but I'm really considering it with this one.

The game was updated to 1.09 before I purchased it and I'm running it on a mildly OC'd 5930k (4ghz all cores) with 16GB RAM and a mildly overclocked 2080ti (+150 core  +200 mem) @ 5760x1080. Reading the discussions I didn't think I'd be able to run it pretty much maxed out (-DOF and -Blur) at acceptable frame rates. Luckily I was wrong  it stays at 60fps in MOST places. There are a few places that had it dropping down into the lower 50's but nothing too bad. 

The story was fantastic  and once I got a grip on the game play I had a blast. Definitely worth picking up even at full price.",1609712615,1609712615,True,1,0,0.528985500335693359,0,True,False,False,,
83734211,76561199046983804,380,52,409,409,305,1609583293,english,10/10,1609513236,1609513236,True,1,0,0.528985500335693359,0,True,False,False,,
